method,test_case,participant,fluency,exposure,contrast,color,sharpness,noise,compression_artifacts,aesthetic
v0094,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,-1,-1,-1,-1,0,-1,-1
v1477,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,0,0,1,0,0,1,0
v2349,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,0,1,1,1,0,1,0
v3740,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,0,0,0,0,0,1,0
v2519,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,1,1,1,0,1,1,1
v0886,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,0,0,0,-1,0,1,0
v2635,Maxwell,088c8375-45de-4caf-8da5-b1d72abe0de0,0,0,0,0,-1,0,1,0
v3292,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,0,1,0,1,1,1
v2828,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,0,-1,1,1,1
v0162,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,-1,-1,-1,-1,1,-1,1
v2635,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,0,0,1,1,0,1,0,1
v4048,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,0,0,1,-1
v3555,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,0,0,1,0,1,-1,0,-1
v0094,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,0,1,1,1,1,1,1,1
v2525,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,0,1,1,1,1,1,1,1
v3740,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,0,0,1,-1,1,1,0
v4235,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,0,1,1,1
v2525,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,0,0,1,-1,1,0,1
v0032,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,0,0,-1,-1,1,0,1
v1447,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,-1,1,1,1,1,1
v4537,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,0,1,1,1,-1,0,0,0
v3555,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,1,1,-1,1
v4034,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,1,0,1,-1,1,-1,1
v4537,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,0,0,1,1,1
v2083,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,-1,-1,-1,1,-1,1
v3740,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,0,1,-1,1,0
v0878,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,0,1,-1,1
v1394,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,0,1,0,1,1
v0162,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,0,0,-1,-1,-1,1,0
v2349,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,0,1,1,0,1,1,1
v0824,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,1,-1,-1,-1,1,-1,0
v2349,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,1,0,1,1
v2828,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,-1,0,1,-1,-1,1,-1
v0094,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,-1,-1,0,1,1,-1,-1
v0886,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,0,1,1,0,1,1,1
v1190,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,1,1,1,1,1,1,1,1
v3065,Maxwell,5184a7fd-e2f2-44fe-b1c1-7062145c6b02,-1,0,-1,-1,-1,-1,0,-1
v1447,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,-1,0,0,0
v1397,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,1,1,1,1,1,1,1
v2063,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,-1,0,-1,0,0,0
v3355,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,-1,0,0,0,0
v1703,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,1,1,1,1,1,1,1
v1373,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,-1,0,0,0
v1373,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,-1,0,0,0
v4097,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,1,1,1,1,1,1,1
v2889,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,1,1,1,0,0,0,0
v1025,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,-1,-1,-1,0,0,0,-1
v4034,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,1,1,1,0,0,0,1
v0162,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,0,0,0,-1,0,0,0
v2889,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,0,0,0,0
v0265,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,1,0,0,0,0,1,0
v2635,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,-1,0,0,0
v1703,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,1,1,1,0,0,0,0
v3555,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,1,1,1,1,0,0,0
v0529,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,0,0,0,0,0,0,0
v4125,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,1,0,1,0,0
v2635,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,0,0,0,0
v1477,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,1,0,0,0,0
v1397,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,-1,0,1,0,0,0,0,0
v0824,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,0,0,0,0,0
v2801,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,0,0,0,1,0,1,0,0
v3355,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,0,0,1,0,0
v0265,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,0,0,0,0,0
v2519,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,1,0,1,0,0
v4511,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,1,1,1,0,1,1,1
v2801,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,0,-1,0,0,0
v3065,Maxwell,8581928a-3670-48d2-b55c-34685f7de132,1,0,0,0,-1,0,0,0
v0094,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,0,1,0,1,1,1,0
v2801,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v3355,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,0,1,0,1,1,1,1
v0878,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v3740,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v0162,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,0,1,1,0,0,1,0
v2349,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v2419,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,0
v3065,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,0,0,1,0
v0328,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,0,0,0,1,0
v3355,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v0314,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v1397,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,0,1,1,1,1,1,1,1
v3355,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v0314,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,0,1,1,1,1,1,1,1
v4048,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v0886,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,0,0,0,1,0
v1025,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,0,0,1,1
v2635,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,0,1,1,1
v4537,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v2063,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,0,0,0,0,0,1,0
v3555,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v1025,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,0,0
v3065,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,0,1,0,1,0,1,0,0
v4097,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v1397,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,-1,1,0,1,0,1,0,0
v1447,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,0,0,0,0,0,0
v0032,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,0,0,0,0,0,0
v0529,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,1,1,1,1,1,1,1,1
v0094,Maxwell,2b1366bc-270c-4bfe-9882-c9f5c9c8efda,-1,-1,-1,0,-1,-1,-1,-1
v3292,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,-1,0,1,-1,1,1,0
v2519,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v1477,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,0,1,1,1
v0094,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,0,-1,-1,0,-1,1,1,-1
v0886,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,-1,0,0,0,1,1,-1
v4511,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v0265,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,0,0,1,0,1,1,1
v0886,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,-1,0,0,0,1,1,-1
v2513,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,0,1,1,0,1,1,1
v4511,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v4537,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v3583,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,0,1,1,1
v3740,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,0,1,1,1
v3292,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,-1,1,1,0
v4537,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v1190,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,-1,0,1,1,0
v0314,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,-1,1,0,1,-1,1,1,0
v4048,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v1397,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,-1,1,1,1,0,1,1,0
v4511,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,0,0,1,1,1
v0314,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,-1,0,0,0,-1,1,1,0
v1859,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,1,1,1
v0162,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,-1,-1,0,-1,0,1,0
v1703,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,-1,0,1,1,1,0,1,1
v1703,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,-1,0,0,0,1,0,1,0
v2328,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,0,-1,0,1,0
v4166,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,1,1,1,0,1,1
v2328,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,0,-1,0,-1,0,1,1
v4125,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,1,1,0,1,0,0,0,0
v0878,Maxwell,9f33edc6-8672-491a-9b40-8bb445f9aaf0,0,1,0,1,0,0,0,0
v4097,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v1859,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v2519,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v2419,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,-1,0,-1,0
v3065,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v2519,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v0032,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v4097,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,1,1,1,1
v1859,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v4034,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v3175,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,-1,-1,0
v4125,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v4537,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,1,0,0,0
v4511,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,1,1,1,1
v3175,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,-1,-1,0
v1859,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,1,1,1,1
v2513,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,-1,0,0,0,0,-1,0,0
v4235,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,0,0,0,0
v3355,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,-1,0,0,0
v2513,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,-1,1,1,1,0,0,0,0
v1025,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v3583,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,1,1,1,1
v3740,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,-1,0,0,0
v4166,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,1,1,1,0,0,0,0
v0094,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,-1,-1,-1,-1
v0530,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,-1,-1,-1,0
v3175,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v1397,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,0,0,0,0,0,0,0,0
v1447,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,1,0,0,0,-1,0,0,0
v1394,Maxwell,2b8c1e14-fdc9-4c52-a214-1887ac95a9ba,-1,0,0,0,-1,0,0,0
v4048,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v1477,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,0,0,-1,0,0,0
v3175,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,0,0,-1,0,0,0
v2525,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,-1,0,0,0
v2889,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,-1,-1,0,0,0
v2525,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,-1,0,0,0,0,0,0
v4048,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v0265,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,-1,0,-1,-1,0,0,0
v3740,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v0314,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,-1,-1,0,0,0,0
v2083,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,0,0,-1,0,0,0
v1477,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,0,-1,-1,0,0,0
v0265,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v2328,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v0094,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,-1,-1,0,-1,0,0,0
v3740,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v0265,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,-1,0,-1,0,0,0,0
v2889,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,-1,0,-1,0,0,0
v0824,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v0886,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,-1,-1,-1,-1,0,0,0
v2801,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,-1,0,0,0
v0094,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,-1,1,-1,-1,-1,-1,-1
v0824,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v2181,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,-1,-1,0,0,0
v2328,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,-1,0,0,0,0
v2635,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,-1,-1,0,0,0
v0032,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,-1,0,0,0
v1394,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,0,0,-1,-1,0,0,0
v2328,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,-1,-1,-1,-1,-1,0,0,0
v4166,Maxwell,bbb7e5c5-7f84-4e07-ac19-886dc274ce48,0,0,0,0,0,0,0,0
v2063,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v4048,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,1,1,1,1,1
v0162,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v2419,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v1373,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,1,0,0
v4235,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,0,1,1,1,1,1
v0009,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,1,0,0,0
v3175,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,1,1,1,1,1
v2889,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v2349,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,1,1,1,1,1
v1397,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0529,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0878,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,1,1,1,1,1
v2181,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,1,0
v2889,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v3065,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0314,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v3292,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v3065,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0529,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v3583,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,1,1,1,1,1
v0032,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,-1,1,1,-1
v1373,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v2513,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v4166,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,1,1,-1
v0878,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,1,1,1,0,1,1,1,1
v1984,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0886,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0328,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v0886,Maxwell,da7d4669-ee69-4b69-9548-38fdb95e66a3,0,0,0,0,0,0,0,0
v2328,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,-1,1,0,1
v1477,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,1,0,1,0,1,0,1
v4537,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,1,1,1,1,1,0,1
v0094,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,-1,-1,0,-1,1,1,0
v0162,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,-1,-1,0,-1,1,0,0
v0094,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,-1,-1,0,-1,1,1,0
v0314,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,0,0,0,-1,1,1,0
v3065,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,0,0
v2525,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,-1,-1,-1,1,0,0
v4125,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,0,0,0,0,0,1,-1,0
v2349,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,0,1,1,1,0,1,1,1
v0009,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,-1,-1,0,0,1,0,-1
v1394,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,0,1
v1397,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,1,1,1,-1,1,0,0
v4125,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,0,1,1,1,0,1,-1,1
v2525,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,-1,0,-1,1,0,0
v0530,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,0,0,0,0,0,1,0,0
v3583,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,1,0,0,1,1,-1,0
v2419,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,1,0
v4166,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,1,1,1,0,1,1,1
v2513,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,0,1
v2525,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,0,1
v0530,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,1,1
v3583,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,0,0,0,0,1,-1,1
v2349,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,1,1,1,1,1,1,1
v0009,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,-1,-1,-1,-1,1,0,-1
v2889,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,1,0,0,0,0,1,-1,1
v1859,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,1,0,1,0,1,0,1
v3292,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,0,0,-1,-1,0,0,-1,0
v0824,Maxwell,c760ddd8-8c12-4220-8cc5-204af2fa789c,-1,0,0,0,0,1,-1,0
v0530,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,-1,0,-1,0,0,1,0
v0529,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,1,0,1,0,0,1,0
v2525,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,-1,0,-1,0,0,1,0
v4125,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,0,0,0,0,1,0
v1984,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,-1,-1,-1,0,0,1,-1
v4034,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,0,0,0,1,0
v2828,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,-1,0,-1,0,0,1,0
v0009,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,-1,-1,0,0,0,1,-1
